OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
4477340	0	1	1	0	0	0	0	0	1	0	0	0
4344420	0	2	0	0	1	2	0	0	0	4	2	0
4305528	0	1	0	2	0	2	0	0	0	0	0	0
620677	0	3	0	0	2	0	4	0	2	0	4	0
4402369	0	1	0	1	0	0	1	2	0	1	0	1
638600	0	1	0	0	0	0	0	0	0	0	0	0
1145639	0	1	0	0	0	0	0	0	0	0	0	0
203611	0	1	0	0	0	1	0	0	0	0	0	0
4479241	0	1	0	0	0	1	0	0	0	0	0	0
701722	0	2	0	2	1	1	0	1	2	0	2	1
195316	0	3	1	9	1	6	2	4	3	7	5	1
544715	0	1	0	0	0	0	0	0	0	1	0	0
2504865	0	1	0	1	0	0	0	0	1	0	0	0
4446112	0	1	0	0	0	2	1	0	0	1	2	0
211950	0	1	0	1	0	0	1	0	0	0	0	0
1984841	0	1	0	0	0	0	0	0	0	0	2	0
866187	0	1	0	1	0	3	2	1	2	0	0	0
2605340	0	1	0	0	0	1	0	0	0	0	1	0
3330560	0	1	0	1	0	0	0	0	0	0	0	0
4333415	0	1	0	1	2	1	2	0	1	2	0	0
4425688	0	1	1	0	0	0	0	0	0	0	0	0
186479	0	1	0	0	0	0	0	1	0	0	0	1
571700	0	2	1	4	1	5	0	2	7	1	2	0
90452	0	1	0	1	0	2	1	2	0	2	2	0
1721731	0	1	0	1	0	0	1	0	1	0	0	1
852220	0	1	0	0	1	0	0	0	0	0	0	0
156353	0	1	0	0	0	0	0	0	0	0	0	0
248455	0	1	0	0	0	0	0	0	0	1	0	0
1112912	0	1	5	0	1	3	3	4	1	0	2	2
536237	0	1	0	0	0	0	0	0	0	0	0	1
152361	0	2	0	0	0	0	0	0	0	1	1	0
590579	0	1	0	0	0	1	0	0	0	0	0	1
592971	0	1	0	1	1	0	0	0	0	1	0	1
4457197	0	1	1	0	0	0	1	0	1	1	0	0
824396	0	1	0	1	0	0	0	0	0	1	1	0
870223	0	1	0	0	0	0	0	0	0	0	0	0
683436	0	2	0	0	0	0	1	1	0	0	0	0
223139	0	1	0	0	0	0	1	0	0	0	0	0
575533	0	1	0	0	0	0	0	0	0	0	0	0
66912	0	2	1	0	1	2	2	0	0	1	1	0
1094372	0	1	0	0	0	0	0	0	0	1	1	0
810852	0	1	0	0	0	0	1	0	0	0	0	0
810148	0	1	0	0	0	1	0	0	0	0	0	0
240574	0	1	0	1	1	0	1	0	0	2	1	0
989456	0	1	0	0	0	0	0	0	1	0	0	0
1066654	0	1	0	1	0	0	1	1	0	1	0	0
697578	0	1	1	0	1	0	0	1	0	2	0	1
238020	0	1	0	0	0	0	0	0	1	0	1	0
823019	0	1	0	0	1	1	0	1	0	0	1	0
821325	0	1	0	0	1	1	0	0	0	3	0	0
1116881	0	1	3	0	0	0	0	0	1	1	0	0
1093610	0	1	0	3	0	3	1	0	0	0	1	1
365174	0	1	0	0	0	0	0	0	0	0	0	0
4317090	0	1	0	1	0	0	2	1	1	0	3	0
538998	0	1	4	1	0	0	0	1	1	2	1	1
4357578	0	1	0	0	0	0	0	0	0	0	0	0
216180	0	1	0	0	2	0	0	0	0	1	1	0
616924	0	1	0	1	0	1	0	0	1	0	0	1
569463	0	1	0	1	1	2	1	1	0	1	1	1
4413510	0	1	1	1	1	5	3	2	1	1	0	0
4331009	0	1	0	0	0	0	0	0	0	0	0	0
543886	0	1	0	0	0	0	0	0	0	1	0	0
636385	0	1	0	0	0	0	0	0	1	1	0	0
448893	0	1	0	0	0	1	0	0	0	0	1	0
727692	0	1	0	1	0	1	0	0	0	0	0	0
564163	0	1	0	0	0	0	0	0	0	1	0	0
688482	0	1	0	0	0	0	0	0	0	0	0	0
585463	0	1	1	0	0	1	0	0	1	0	0	0
979127	0	1	0	0	0	2	0	0	0	0	0	0
125736	0	2	0	1	0	0	0	0	0	0	2	0
240552	0	1	0	0	0	0	1	0	0	0	0	0
582846	0	1	0	1	0	0	0	1	0	0	0	0
91225	0	1	0	1	0	1	1	0	0	0	0	0
508833	0	2	0	1	1	2	2	1	1	0	0	0
4309024	0	1	0	0	0	0	0	0	0	2	0	0
538843	0	1	0	0	0	1	0	0	0	2	1	2
1104771	0	1	0	0	0	0	0	1	0	0	0	0
527941	0	1	0	0	0	1	0	0	0	0	0	0
3276016	0	1	0	5	1	1	0	0	0	0	1	2
4389972	0	2	4	0	0	2	1	0	3	1	1	3
577152	0	1	0	0	0	0	0	1	0	1	0	0
4336568	0	1	1	1	2	1	0	0	0	3	1	6
1113290	0	1	0	1	0	1	0	0	0	0	0	0
276657	0	1	0	0	1	0	0	0	0	0	0	0
989527	0	1	0	0	0	0	0	0	0	0	0	0
3794601	0	1	0	0	0	0	0	0	0	1	0	0
575708	0	1	0	1	0	0	0	1	0	1	0	0
4390467	0	1	0	0	0	0	0	0	0	0	0	0
606989	0	1	1	2	0	0	0	1	1	0	0	0
4473587	0	1	1	3	0	3	3	1	0	2	3	2
161597	0	2	1	2	0	0	0	0	1	1	1	2
4427377	0	1	2	0	2	0	0	1	1	0	0	0
700719	0	1	0	0	0	0	0	0	0	0	0	1
1143021	0	1	0	0	0	0	0	0	0	0	1	0
4304833	0	1	0	0	0	0	0	0	0	0	0	0
4413357	0	1	0	0	0	0	0	1	0	0	0	0
56444	0	1	0	0	0	0	0	1	0	1	0	1
351976	0	1	0	0	0	1	0	1	1	1	0	0
336103	0	1	0	0	0	0	0	0	0	0	0	0
112992	0	1	2	0	0	1	0	1	2	3	3	0
2194875	0	1	0	0	1	0	1	1	1	1	0	0
615362	0	1	0	0	1	0	0	1	0	0	2	0
806581	0	1	0	0	0	0	0	0	0	0	0	0
4307265	0	1	1	0	0	0	0	0	0	0	2	0
4410689	0	1	0	0	0	2	0	1	0	1	0	0
834138	0	1	0	1	0	0	0	0	0	0	0	0
164190	0	1	0	1	0	5	0	0	2	3	2	1
105561	0	1	0	2	2	0	9	1	3	0	0	1
591379	0	1	0	0	0	0	0	0	0	0	0	0
807283	0	1	0	0	1	0	1	0	0	0	0	0
4435098	0	1	0	0	0	2	0	0	0	0	0	0
4444012	0	1	1	0	0	3	0	0	0	0	0	0
256109	0	1	1	0	0	0	0	1	1	1	0	0
1107280	0	1	0	0	0	1	0	0	0	0	0	0
4329686	0	1	0	0	0	0	0	0	1	0	0	0
4332223	0	1	0	2	1	2	1	1	0	1	1	1
256931	0	1	1	2	0	1	0	2	1	1	1	0
4311518	0	1	0	0	0	0	0	0	1	0	1	1
509342	0	1	0	0	0	0	0	0	0	0	0	0
341019	0	1	0	2	1	0	0	0	0	1	0	2
4406766	0	1	5	1	1	1	3	2	1	1	1	0
1134699	0	1	4	3	1	4	2	2	1	6	1	1
557032	0	1	0	0	0	2	0	0	0	0	0	0
728271	0	1	0	0	0	0	1	0	0	0	0	0
1136308	0	1	0	0	0	1	0	0	0	0	0	0
138920	0	1	2	2	2	0	2	1	0	2	3	3
4337815	0	1	0	0	0	0	0	0	0	0	0	0
4357289	0	1	0	0	0	0	0	0	0	0	0	0
808786	0	1	0	0	1	0	1	0	1	2	0	0
138315	0	1	0	0	0	0	0	0	0	0	0	0
256287	0	1	0	1	0	2	0	0	0	0	0	0
4472830	0	1	0	1	0	0	0	1	0	0	0	2
126281	0	1	0	1	0	2	1	1	1	0	0	1
4315754	0	1	0	0	0	2	0	0	0	0	0	1
217060	0	1	0	0	2	0	0	0	0	0	0	0
111553	0	1	0	1	0	3	1	0	1	2	0	3
136777	0	1	1	0	1	1	0	0	1	2	0	0
815189	0	1	0	4	0	1	3	4	2	1	3	4
786283	0	1	0	0	1	0	0	0	0	0	0	0
114687	0	1	0	0	0	0	0	0	1	0	1	0
3976480	0	2	0	0	0	0	0	0	1	0	0	0
249385	0	1	0	0	1	0	0	0	1	0	1	0
886069	0	1	0	1	0	0	1	1	0	1	0	0
3512153	0	1	0	0	0	0	0	0	0	0	0	0
676621	0	1	0	0	0	1	0	1	0	0	0	0
4439479	0	1	0	0	0	0	1	0	1	4	0	0
579413	0	1	0	0	0	0	0	0	0	0	0	0
178053	0	1	0	0	0	0	0	0	0	0	0	0
819906	0	1	0	0	0	0	0	0	0	0	0	0
544067	0	1	0	7	1	2	2	0	2	1	2	0
575999	0	1	0	0	0	0	0	0	1	0	0	0
155448	0	1	0	0	0	0	0	0	0	0	0	0
570714	0	1	0	0	0	0	0	0	0	0	0	0
180033	0	1	0	0	0	0	0	1	0	0	0	0
4320916	0	1	0	0	0	0	1	0	0	1	0	0
4298513	0	1	0	0	1	0	0	0	0	0	0	0
112208	0	1	0	2	3	1	0	1	0	2	0	2
401960	0	1	0	0	0	0	0	0	0	0	0	0
4322237	0	1	0	0	0	0	0	0	0	0	0	0
1146742	0	1	0	1	1	0	0	0	0	0	0	0
676387	0	1	2	1	3	3	0	3	1	2	1	0
1125989	0	1	0	0	0	0	0	1	1	0	1	0
4304971	0	1	1	0	0	0	0	0	2	0	0	0
149969	0	1	0	0	0	0	0	0	1	0	0	0
729513	0	1	0	0	0	0	0	1	0	0	0	0
196753	0	1	0	0	0	0	0	0	0	0	0	0
4377104	0	1	1	0	2	1	0	0	3	0	0	1
209437	0	1	0	0	0	0	0	0	0	0	0	0
4434051	0	1	0	0	0	0	0	0	1	0	0	0
2917808	0	1	0	0	0	1	0	0	1	0	0	0
257782	0	1	0	0	0	0	0	0	0	0	0	0
4414840	0	1	0	2	0	2	3	1	1	1	3	0
2068329	0	1	0	0	0	0	0	0	0	0	0	0
548614	0	1	0	0	0	0	0	0	0	0	0	0
136055	0	1	0	0	0	0	0	0	0	0	0	0
757005	0	1	0	0	0	0	0	0	0	0	0	0
802931	0	1	0	0	1	0	0	0	0	0	0	0
192432	0	1	0	0	0	0	0	1	0	1	0	0
3621721	0	1	0	0	1	2	0	0	0	0	0	0
3684928	0	1	0	1	0	1	0	0	1	0	0	3
544401	0	1	1	0	1	0	2	0	0	1	1	1
246853	0	1	0	0	0	0	0	0	0	0	0	0
4365229	0	1	0	0	0	0	0	0	0	0	0	0
108723	0	1	0	0	0	0	0	0	0	0	0	0
566996	0	1	0	0	0	0	0	0	0	0	0	0
4437173	0	1	0	0	0	1	0	0	0	0	1	0
105839	0	1	0	0	0	0	0	0	0	0	0	0
111394	0	1	0	0	0	0	0	0	1	0	0	0
621278	0	1	0	0	0	0	0	0	0	0	0	0
143073	0	1	0	0	0	1	0	0	1	0	0	1
807083	0	1	1	1	0	0	0	0	0	0	0	0
4449050	0	1	0	0	0	0	0	0	0	0	0	0
2264289	0	1	0	0	0	0	0	0	0	0	0	0
646174	0	1	0	0	0	0	0	0	0	0	0	0
846616	0	1	1	0	2	1	2	4	1	0	0	0
228556	0	1	0	0	0	0	0	0	0	0	0	0
4334625	0	1	0	0	0	0	0	0	0	0	0	0
1114323	0	1	0	0	0	0	0	0	0	0	1	0
574342	0	1	0	1	0	5	0	0	0	0	0	0
344422	0	1	0	0	0	0	0	0	0	0	0	0
4363070	0	1	0	0	0	0	0	0	0	0	1	0
4394374	0	1	0	0	1	0	0	0	0	0	0	0
241487	0	1	0	0	0	0	0	0	0	0	0	0
2617885	0	1	3	2	0	3	0	1	1	2	3	1
671757	0	1	1	0	0	1	2	1	0	0	1	0
533703	0	1	0	0	0	1	0	0	1	0	0	0
4319984	0	1	0	0	0	0	0	0	0	0	0	0
512091	0	1	0	0	0	0	0	0	0	1	0	0
227239	0	1	2	2	1	0	0	2	1	0	2	0
548079	0	1	0	0	0	0	1	1	1	1	2	0
268742	0	1	2	1	0	4	1	1	1	2	0	2
328951	0	1	1	2	1	2	0	0	0	2	1	0
831197	0	1	0	1	0	0	0	0	0	0	0	0
315271	0	0	1	0	0	0	0	0	0	0	0	0
304694	0	0	1	0	0	1	0	0	0	0	0	0
4430952	0	0	3	2	0	0	0	6	1	0	0	0
715396	0	0	3	0	0	0	0	0	0	0	0	0
948001	0	0	1	0	0	0	0	0	0	0	0	0
1120827	0	0	1	0	0	0	0	0	0	0	0	1
4354709	0	0	1	0	0	0	0	0	0	0	0	0
516292	0	0	4	3	0	1	3	3	0	0	1	1
17198	0	0	9	2	0	0	2	5	1	0	0	2
562450	0	0	1	0	0	0	0	0	0	0	0	0
745917	0	0	13	0	2	1	2	3	1	1	0	7
550142	0	0	2	0	2	0	4	2	2	1	0	0
66186	0	0	1	0	1	0	0	0	0	0	0	0
558953	0	0	1	0	0	0	0	0	0	0	2	0
254143	0	0	1	0	0	0	0	0	0	0	0	0
809303	0	0	1	0	0	0	0	0	0	0	0	0
137922	0	0	1	0	0	1	0	0	0	2	0	0
112266	0	0	1	0	1	0	0	0	0	0	0	0
209628	0	0	1	1	0	0	0	1	0	1	0	2
4338491	0	0	4	0	0	0	1	1	3	0	1	1
130710	0	0	1	3	0	3	0	0	0	0	1	1
114356	0	0	1	1	1	0	0	0	0	0	1	1
792868	0	0	2	1	0	1	0	0	1	2	2	0
223020	0	0	2	2	0	4	1	0	0	4	0	0
2653325	0	0	1	0	0	0	0	0	0	0	0	0
657455	0	0	1	0	0	0	0	0	0	0	0	0
822517	0	0	1	0	0	0	0	0	0	0	0	0
103917	0	0	2	0	2	1	0	0	1	0	1	0
594219	0	0	1	0	0	0	0	0	1	0	0	0
153978	0	0	1	0	2	0	0	0	0	0	0	0
1064646	0	0	1	0	0	0	0	0	0	0	0	0
3995177	0	0	1	0	0	0	0	0	0	0	0	0
622571	0	0	2	0	0	0	1	0	1	0	0	0
825502	0	0	1	2	0	0	0	0	1	0	0	0
240440	0	0	1	1	0	0	0	0	0	0	1	0
924032	0	0	1	0	0	0	0	0	0	0	1	0
236051	0	0	1	0	0	0	0	0	0	0	0	0
310563	0	0	2	0	0	0	0	0	0	0	0	0
973424	0	0	1	0	0	0	1	0	0	0	0	0
4304381	0	0	1	0	0	0	0	0	0	0	0	0
512663	0	0	3	4	1	0	3	1	3	3	2	0
2565174	0	0	2	0	0	0	0	0	0	0	0	0
2375689	0	0	1	0	0	1	0	0	1	0	0	0
842598	0	0	1	0	0	0	0	0	0	0	0	0
586655	0	0	1	1	0	1	0	1	0	2	0	0
171887	0	0	2	0	0	1	0	0	0	0	0	0
4336218	0	0	1	2	0	0	0	1	0	0	0	2
516569	0	0	9	0	0	0	0	0	0	0	0	1
341259	0	0	1	0	0	0	0	0	0	1	0	0
992035	0	0	1	0	0	0	0	0	0	0	0	1
1998479	0	0	1	0	0	0	0	1	0	1	0	0
412392	0	0	1	1	0	0	1	1	1	0	0	1
4359608	0	0	2	0	0	0	0	0	0	0	0	0
748380	0	0	4	0	0	0	0	0	0	0	0	0
152262	0	0	1	0	0	0	0	0	0	0	0	0
225259	0	0	2	2	0	0	0	3	0	2	0	0
2655357	0	0	2	1	0	1	2	2	2	1	0	3
173955	0	0	1	0	0	0	0	0	0	0	0	0
112876	0	0	2	0	0	0	0	0	0	0	0	0
733799	0	0	1	0	0	0	0	0	0	0	0	0
1123112	0	0	1	0	0	2	0	0	0	0	1	0
371510	0	0	1	0	0	0	0	0	0	0	0	0
564610	0	0	2	0	0	0	0	0	0	0	1	0
150491	0	0	2	0	2	0	1	1	1	0	0	1
240298	0	0	2	2	0	1	1	0	2	4	0	0
1136510	0	0	2	1	1	0	1	2	1	0	0	2
524436	0	0	2	1	1	6	1	3	3	3	1	2
307844	0	0	1	0	0	2	0	0	0	0	0	0
4299497	0	0	2	3	0	0	3	1	1	0	0	1
531374	0	0	1	0	0	0	0	0	0	0	0	0
582997	0	0	1	0	0	0	0	0	0	0	1	0
827497	0	0	8	0	0	1	0	2	0	0	1	1
346293	0	0	2	0	1	0	1	1	0	0	0	1
1126919	0	0	5	0	2	0	0	0	1	0	0	0
594013	0	0	31	11	3	2	56	70	30	1	2	19
533542	0	0	1	1	0	2	1	0	0	0	0	0
62970	0	0	1	0	0	1	1	0	2	0	2	0
558170	0	0	3	1	0	0	2	0	1	1	0	0
1090029	0	0	1	0	0	0	0	0	0	0	0	0
580046	0	0	1	0	0	1	0	0	0	0	1	0
2221284	0	0	2	0	1	0	2	0	4	0	1	0
15960	0	0	1	1	1	2	2	0	1	2	0	1
509690	0	0	1	0	0	1	0	0	0	0	0	0
446213	0	0	1	0	0	1	0	0	0	1	1	0
713738	0	0	1	0	0	0	0	0	0	0	0	0
4297908	0	0	1	1	0	0	0	1	0	1	1	1
785526	0	0	2	3	0	0	0	0	0	0	0	0
847644	0	0	4	1	0	1	1	0	0	0	2	0
1010721	0	0	1	0	0	0	0	0	0	0	0	0
827979	0	0	1	0	1	0	1	0	0	0	0	0
544561	0	0	1	0	0	1	0	0	0	2	0	2
1109141	0	0	1	0	1	0	0	0	1	0	0	1
4407231	0	0	1	0	0	0	0	0	0	0	0	0
1081222	0	0	2	0	0	4	0	1	2	0	1	1
7934	0	0	1	0	0	0	0	0	0	0	0	0
224421	0	0	3	0	0	1	1	1	0	0	0	2
584835	0	0	1	0	0	0	0	0	0	0	0	0
4458160	0	0	1	0	0	0	0	1	0	0	0	0
667327	0	0	2	0	0	1	0	0	0	0	0	1
5424	0	0	2	0	0	0	0	0	1	0	0	0
720093	0	0	1	1	0	0	0	0	0	0	1	0
562400	0	0	1	0	0	0	0	0	0	0	0	0
137363	0	0	2	0	0	0	0	0	0	0	0	0
1785537	0	0	1	0	0	0	0	0	0	1	0	0
132900	0	0	1	1	1	0	0	0	0	0	0	0
152621	0	0	2	1	0	0	0	0	0	0	0	1
1837676	0	0	1	1	2	1	1	1	0	0	0	1
818872	0	0	8	0	0	0	2	1	0	1	1	3
115150	0	0	1	0	0	0	0	0	0	0	0	0
4377483	0	0	1	2	2	0	1	0	0	0	0	0
570385	0	0	1	0	0	0	0	0	0	0	0	0
509021	0	0	1	0	1	0	0	0	0	0	0	2
3972072	0	0	1	0	0	0	0	0	0	0	0	0
554238	0	0	3	0	0	0	0	0	0	0	0	0
151008	0	0	1	2	1	1	0	1	0	1	1	0
540216	0	0	1	0	0	0	0	0	0	0	0	0
137451	0	0	1	0	0	0	0	0	0	0	0	1
509036	0	0	1	0	0	1	0	0	0	0	1	0
2984012	0	0	1	0	0	4	1	0	1	0	1	1
586230	0	0	2	1	1	3	2	0	2	1	7	4
2954730	0	0	3	1	0	0	1	1	0	0	0	0
580260	0	0	1	0	0	1	1	0	0	1	0	1
27005	0	0	1	0	0	0	1	0	0	0	0	0
4339765	0	0	1	0	1	0	0	0	0	0	0	0
572351	0	0	1	0	0	0	0	0	0	0	0	0
789526	0	0	1	0	0	0	0	0	0	0	0	0
100721	0	0	1	0	0	0	0	0	1	0	0	0
246440	0	0	1	0	0	0	0	0	0	0	0	0
7915	0	0	1	1	0	0	0	0	0	1	0	0
824675	0	0	1	1	0	0	0	0	1	2	2	0
4418695	0	0	1	0	0	0	1	0	0	0	0	0
4398257	0	0	2	1	0	5	1	2	2	0	0	1
331020	0	0	2	2	1	0	2	0	2	0	0	5
13840	0	0	1	0	0	0	0	0	0	1	0	0
4439195	0	0	3	0	0	0	0	0	0	0	0	1
349041	0	0	2	0	1	2	0	2	0	0	0	0
212688	0	0	2	1	0	1	4	1	2	0	0	3
959160	0	0	1	0	0	0	0	0	0	0	0	1
724271	0	0	1	0	0	0	0	0	0	0	0	0
563306	0	0	1	0	0	0	0	0	0	1	0	0
651643	0	0	2	0	1	0	1	0	0	0	0	1
278140	0	0	1	0	0	0	1	0	0	0	0	6
1040325	0	0	1	0	0	0	0	1	1	0	0	1
509265	0	0	1	0	0	1	0	0	1	0	0	1
623167	0	0	2	0	0	0	0	0	0	0	0	0
817982	0	0	2	0	0	1	0	0	0	0	0	0
238116	0	0	1	0	0	0	0	0	0	0	0	0
155379	0	0	1	0	0	1	0	0	0	0	0	2
817783	0	0	3	5	2	0	6	5	8	0	0	0
151172	0	0	1	0	0	0	0	0	0	0	0	0
28512	0	0	1	0	0	1	0	0	0	0	0	0
4363508	0	0	1	0	0	0	0	0	0	0	0	0
4340505	0	0	1	0	0	0	0	0	0	0	0	0
311656	0	0	1	0	0	0	0	0	0	0	0	0
91255	0	0	1	0	2	0	0	2	0	0	0	0
631576	0	0	1	0	0	0	0	0	0	0	0	0
4426965	0	0	2	0	1	1	0	0	0	0	0	0
153239	0	0	2	3	0	2	1	0	0	2	0	0
41059	0	0	1	0	0	0	0	0	0	0	0	0
52859	0	0	1	2	1	1	1	2	0	1	1	0
40205	0	0	1	0	0	0	0	0	0	0	1	2
563466	0	0	1	0	0	0	0	0	0	0	0	0
2525736	0	0	1	0	0	0	1	1	0	0	0	0
4320784	0	0	1	0	0	0	0	1	0	1	0	0
535323	0	0	1	0	0	0	0	0	0	0	0	0
1068116	0	0	1	0	0	0	0	0	0	0	0	0
544008	0	0	1	0	1	0	0	0	1	1	0	1
659756	0	0	1	0	0	0	0	0	1	0	0	0
143216	0	0	2	0	1	1	0	0	2	1	0	0
2068430	0	0	1	4	0	3	0	0	1	2	4	0
1125869	0	0	1	0	0	0	0	0	0	1	0	0
4349313	0	0	1	4	2	3	6	3	0	1	2	1
254888	0	0	1	1	0	0	0	1	0	0	0	0
4360923	0	0	1	0	0	1	1	1	0	0	0	0
567683	0	0	1	0	0	0	0	0	0	0	0	0
652375	0	0	1	0	0	0	0	0	0	0	0	0
564748	0	0	1	0	0	0	0	0	0	1	1	4
254890	0	0	1	1	1	0	1	0	1	0	0	1
937954	0	0	1	1	0	0	4	0	1	0	1	2
4439659	0	0	2	3	1	1	0	0	0	1	0	0
4324062	0	0	2	0	0	0	0	0	0	0	0	0
735782	0	0	1	1	0	0	1	0	0	2	0	0
1123054	0	0	1	0	0	2	1	0	0	0	0	0
4393921	0	0	2	3	0	2	0	0	0	3	0	0
810175	0	0	1	0	0	1	0	1	1	0	0	0
562868	0	0	1	0	0	0	0	0	0	0	0	0
4151747	0	0	1	0	0	0	0	0	1	0	0	0
575299	0	0	1	0	0	0	0	0	0	1	0	1
641279	0	0	3	0	3	0	1	1	1	0	1	0
352392	0	0	1	1	0	0	0	0	0	1	0	0
524860	0	0	2	0	1	3	0	1	0	1	0	1
3936243	0	0	1	0	2	3	1	2	1	0	0	1
220297	0	0	1	0	0	0	0	0	0	1	0	0
1122849	0	0	1	0	0	0	0	0	0	0	0	0
849092	0	0	1	0	1	1	2	1	0	0	0	0
256790	0	0	1	0	0	0	0	0	0	0	0	0
4414674	0	0	1	0	0	0	0	0	0	0	0	0
606419	0	0	2	0	0	0	0	0	0	0	0	0
1121084	0	0	1	0	0	0	0	0	0	0	0	0
1110760	0	0	2	1	0	0	2	0	0	2	0	1
318184	0	0	1	0	0	3	1	1	0	0	0	1
216748	0	0	1	0	0	0	0	0	0	0	0	0
1673321	0	0	1	1	0	0	0	0	0	0	0	1
4296293	0	0	1	0	2	0	1	0	0	0	1	0
3235430	0	0	1	0	1	0	0	0	0	0	0	1
108784	0	0	1	0	0	1	0	0	0	0	1	0
4417388	0	0	8	0	0	0	1	0	0	0	0	0
4365849	0	0	1	0	0	1	0	0	0	0	0	0
126056	0	0	1	0	0	0	0	0	0	0	0	0
3633671	0	0	1	0	0	0	2	0	0	0	1	0
531614	0	0	1	0	0	0	0	0	0	0	0	0
580869	0	0	1	0	0	0	0	0	0	0	0	0
1639777	0	0	1	0	0	1	0	0	0	0	0	0
849920	0	0	1	0	0	0	0	0	2	0	0	0
537686	0	0	1	2	0	1	0	1	0	1	1	3
4384067	0	0	1	0	0	0	0	0	0	0	0	0
835194	0	0	1	0	0	0	0	0	0	0	1	0
543156	0	0	1	0	0	1	0	0	0	0	0	0
2804995	0	0	1	0	0	1	0	0	0	0	2	0
4367778	0	0	1	0	0	0	0	0	0	0	0	0
1024739	0	0	1	0	0	0	0	0	1	0	0	0
4313986	0	0	1	0	1	0	0	0	0	1	0	0
765291	0	0	1	0	0	0	0	0	0	0	0	0
254488	0	0	1	1	2	1	0	0	0	0	0	0
334386	0	0	1	0	0	0	1	2	0	0	1	1
615153	0	0	1	1	0	0	0	0	2	1	2	1
38392	0	0	1	0	0	3	1	0	0	1	0	0
1139398	0	0	1	0	0	0	0	0	0	0	0	0
51522	0	0	1	0	0	0	0	0	0	1	0	0
4469750	0	0	1	0	0	1	0	0	0	1	1	0
4412017	0	0	2	0	0	0	0	0	0	0	0	0
590849	0	0	1	1	1	0	0	0	0	0	1	1
932495	0	0	1	1	0	0	1	0	0	0	0	0
822006	0	0	1	1	2	1	4	3	3	0	0	4
544851	0	0	1	0	1	1	0	0	1	1	0	0
2061792	0	0	3	0	0	0	0	1	0	0	0	0
208284	0	0	1	0	0	0	1	0	0	0	0	0
65480	0	0	1	1	0	0	0	0	0	0	0	0
828443	0	0	1	0	1	0	2	1	3	2	0	4
342283	0	0	1	2	0	1	0	1	0	2	1	0
1125248	0	0	1	0	0	0	0	0	0	0	0	0
135722	0	0	1	0	0	0	0	0	0	0	0	0
349315	0	0	1	0	0	0	0	0	0	0	0	0
808202	0	0	1	0	0	0	0	0	0	0	0	0
589355	0	0	2	0	0	2	0	1	0	1	0	0
585984	0	0	7	0	0	2	0	0	1	0	0	0
4386732	0	0	2	0	0	0	0	0	0	0	0	0
748147	0	0	1	0	1	1	0	0	0	1	0	2
581821	0	0	1	3	1	1	2	0	1	0	1	1
184153	0	0	1	0	0	0	0	0	0	1	0	0
326605	0	0	1	0	0	0	0	0	0	0	0	0
1061134	0	0	1	0	1	0	0	0	0	0	0	0
2557604	0	0	1	0	0	0	2	1	1	0	0	1
238440	0	0	2	0	0	0	0	0	0	1	0	0
4301191	0	0	1	2	0	4	0	0	1	2	2	1
1136736	0	0	1	1	0	0	0	0	0	0	0	0
950872	0	0	1	0	0	0	0	0	0	1	0	0
997375	0	0	1	0	0	0	0	4	0	0	0	0
328957	0	0	1	0	0	1	0	0	0	0	0	0
2510445	0	0	1	0	0	0	0	0	0	1	0	0
274279	0	0	2	0	0	0	0	0	0	0	1	0
4479913	0	0	1	0	0	0	0	0	0	0	0	1
737010	0	0	1	0	0	0	0	0	0	0	0	0
1140359	0	0	1	1	0	0	1	1	0	0	1	1
226516	0	0	1	0	0	0	0	0	0	0	0	0
89643	0	0	1	2	0	0	0	1	2	0	0	0
816915	0	0	1	0	0	0	0	0	0	0	0	0
255194	0	0	2	0	0	3	0	2	1	1	1	0
831353	0	0	2	1	0	0	0	0	0	0	1	2
4476708	0	0	1	0	0	1	1	0	0	1	0	0
4421016	0	0	1	0	1	1	0	0	0	1	3	1
1131221	0	0	1	0	0	1	0	1	0	3	0	1
4429771	0	0	1	0	0	0	0	1	0	0	0	0
541256	0	0	1	0	0	1	0	0	0	0	1	1
766306	0	0	3	1	0	0	0	1	2	0	1	5
4366956	0	0	2	0	0	0	1	0	0	0	1	0
4371107	0	0	2	0	0	2	0	0	1	1	2	1
225582	0	0	1	0	0	0	2	0	1	0	0	0
35478	0	0	1	0	0	0	0	0	0	0	0	0
1004927	0	0	2	0	0	0	0	3	1	0	1	0
546509	0	0	1	0	0	0	0	0	0	0	0	1
242145	0	0	1	0	0	1	0	0	1	0	0	0
6955	0	0	1	0	0	0	0	0	1	1	0	0
1106221	0	0	1	0	0	3	8	1	1	0	0	2
293528	0	0	1	0	0	0	0	0	0	0	0	0
269386	0	0	1	0	0	0	0	0	0	0	0	0
167951	0	0	1	1	0	1	2	0	0	1	0	0
584055	0	0	1	0	0	0	0	0	0	0	0	0
711806	0	0	1	0	0	0	0	0	0	0	0	1
209662	0	0	1	0	0	0	0	0	0	0	0	0
237703	0	0	1	0	0	0	0	0	0	0	0	0
819999	0	0	1	0	0	0	0	1	1	0	0	0
362188	0	0	2	0	0	1	0	0	0	0	1	0
1126182	0	0	1	0	0	0	1	0	1	0	0	1
217369	0	0	1	0	0	0	0	0	0	0	1	0
